"Product ","Category ","Tax Category ","Location ","Strain ","Member Discount ","Requires Weighing ","Medicated ","Requires Inventory ","Default Vendor ","Default Usable ","Cost Per Unit ","Inventory Type ","Quantity On Hand ","Metrc Weighable ","Rec Tax Category ","Medical Label ","Recreational Label "
"Ghost Train Haze BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Ghost Train Haze","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Ghost Train Haze cart LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Ghost Train Haze JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Ghost Train Haze","Yes","No","Yes","Yes","Self Made Farms, LLC.","1.2","0.79","Bud","","No","Tax Standard","Default Label","Default Label"
"Ghost Train Haze PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Ghost Train Haze","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Ghost Train Haze PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Ghost Train Haze","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","2.31","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Ghost Train Haze PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Ghost Train Haze","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Gilded Goo BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Gilded Goo","Yes","Yes","Yes","Yes","Arise Cannabis","","2.2","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Glitter Apples BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","0.77","Bud","-0.00000000000000976996261670138","Yes","Tax Standard","Default Label","Default Label"
"Glitter Apples JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","Self Made Farms, LLC.","2.5","3.85","Bud","","No","Tax Standard","Default Label","Default Label"
"Glitter Apples JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","Self Made Farms, LLC.","0.6","1.06","Bud","","No","Tax Standard","Default Label","Default Label"
"Glitter Apples JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","DYME Distribution","1.2","1.85","Bud","","No","Tax Standard","Default Label","Default Label"
"Glitter Apples JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","Miracle Wholesale","1","1.87","Bud","","No","Tax Standard","Default Label","Default Label"
"Glitter Apples PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","Miracle Wholesale","1","1.87","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Glitter Apples PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","Miracle Wholesale","3.5","6.55","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Glitter Apples PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Glitter Apples","Yes","No","Yes","Yes","Miracle Wholesale","7","13.09","Bud","","Yes","Tax Standard","Default Label","Default Label"
"GMO Cookies BLUNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","3","Bud","","No","Tax Standard","Default Label","Default Label"
"GMO Cookies BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","Yes","Yes","Yes","","","0.55","Bud","454.00","Yes","Tax Standard","Default Label","Default Label"
"GMO Cookies cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Drops","1","15.63","Cannabinoid extract in liquid form","15","No","Tax Standard","Default Label","Default Label"
"GMO Cookies Crumble 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","8","Cannabinoid extract in solid form","16","No","Tax Standard","Default Label","Default Label"
"GMO Cookies JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","No","Yes","Yes","Green Sea Distribution","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"GMO Cookies JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","No","Yes","Yes","Lifted","2.5","1.03","Bud","","No","Tax Standard","Default Label","Default Label"
"GMO Cookies JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","No","Yes","Yes","Lifted","1.2","0.49","Bud","","No","Tax Standard","Default Label","Default Label"
"GMO Cookies LR 1g","Extracts","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","No","Yes","Yes","Oregrown Eugene","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"GMO PP 28g","Bulk Shake","Tax Exempt","Apothca - Eugene","GMO Cookies","Yes","No","Yes","Yes","Lifted","28","11.48","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Golden Goat Cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Golden Goat LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","9","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Golden Pineapple cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Golden Pineapple LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","15","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Gotta Kookies cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Granddaddy Purple cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","Granddaddy Purple","Yes","No","Yes","Yes","Miracle Wholesale","1","8","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Grape OZ x UK Cheese LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Grape Rntz LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","15","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Grease Monkey BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Grease Monkey","Yes","Yes","Yes","Yes","Green Sea Distribution","","0.55","Bud","34","Yes","Tax Standard","Default Label","Default Label"
"Grease Monkey Cart Co2 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","8","Cannabinoid extract in liquid form","55","No","Tax Standard","Default Label","Default Label"
"Grease Monkey JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Grease Monkey","Yes","No","Yes","Yes","High Tech Farms, LLC","1","1","Bud","","No","Tax Standard","Default Label","Default Label"
"Grease Monkey PP 1g","Premium Shelf","Tax Exempt","Apothca - Eugene","Grease Monkey","Yes","No","Yes","Yes","Sugar Shack Farms","1","3.81","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Grease Monkey PP 3.5g","Premium Shelf","Tax Exempt","Apothca - Eugene","Grease Monkey","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","13.34","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Grease Monkey TWAX JNT 0.5g","Infused Prerolls","Tax Exempt","Apothca - Eugene","Grease Monkey","Yes","No","Yes","Yes","Fire Dept. Cannabis","0.95","5","Infused Prerolls","","No","Tax Standard","Default Label","Default Label"
"Guava INFUSED JNT 0.5g 5pk","Infused Prerolls","Tax Exempt","Apothca - Eugene","Guava","Yes","No","Yes","Yes","DYME Distribution","2.5","12.75","Infused Prerolls","","No","Tax Standard","Default Label","Default Label"
"Gummi Bear JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Gummy Bear","Yes","No","Yes","Yes","Bishop Orchards","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"GummiBear x Skinny JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Gummy Bear","Yes","No","Yes","Yes","Bishop Orchards","5","11","Bud","","No","Tax Standard","Default Label","Default Label"
"Gummie Blackberry 1-1-1 50mg Single","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummie Double Berry 2-1 Single","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","3.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummie Grape 50mg Single","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","2.5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummie Lime 50mg Single","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","2.5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummie Strawberry 1-1 Single","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","3","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummies Elderberry Hemp 500mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.5","17.5","Cannabinoid edibles","9","No","Tax Exempt","Default Label","Default Label"
"Gummies Honey Lavender 10mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.01","5.92","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummies Huckleberry 50mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.05","8.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummies Lemon CBD 500mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.5","13.5","Cannabinoid edibles","10","No","Tax Exempt","Default Label","Default Label"
"Gummies Marionberry 50mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.05","8.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummies Pear 50mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.05","9.5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummies Raspberry 50mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.05","8.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummy Huckleberry CBD 250mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","","Yes","No","Yes","Yes","Wyld","0.25","8","Cannabinoid edibles","8","No","Tax Exempt","Default Label","Default Label"
"Gummy Peach 25mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.025","8.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummy Pomegranate 50mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.05","9.5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummy Raspberry CBD 500mg 20pk","Edibles","Tax Exempt","Apothca - Eugene","","Yes","No","Yes","Yes","Wyld","0.5","13.5","Cannabinoid edibles","","No","Tax Exempt","Default Label","Default Label"
"Gummys Blackberry 1-1-1 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","7.5","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Gummys Double Berry 2-1 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","6.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Hard Candy Black Cherry 50mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","6.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Hard Candy Lemon 50mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","6.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Hard Candy Tangerine 50mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","6.75","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Hard Candy Watermelon 50mg 10pk","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Nova Paths","0.05","6.25","Cannabinoid edibles","","No","Tax Standard","Default Label","Default Label"
"Hawaiian Haze Cart Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Dreamfield Transfer Services","1","16.5","Cannabinoid extract in liquid form","33","No","Tax Standard","Default Label","Default Label"
"Hercules Hemp Salve 1oz","Topicals","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Sun God","0.0046","14.5","Cannabinoid topicals","","No","Tax Standard","Default Label","Default Label"
"Hercules Herb Oil 1oz","Topicals","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Sun God","0.087","15","Cannabinoid topicals","","No","Tax Standard","Default Label","Default Label"
"Hippie Crippler LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","7.2","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Hippy Crippler CRUMBLE 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","7.2","Cannabinoid extract in solid form","36","No","Tax Standard","Default Label","Default Label"
"Honey Stick CBD 50mg","Edibles","Tax Exempt","Apothca - Eugene","","Yes","No","Yes","Yes","Caduceus Hill LLC
","0.05","1.25","Cannabinoid edibles","","No","Tax Exempt","Default Label","Default Label"
"Hot Diesel cart Live Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.4","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Hot Rod cart Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"HulkaMania Bulk","Bulk Flower","Tax Exempt","Apothca - Eugene","HulkaMania","Yes","Yes","Yes","Yes","Trellis Farms","","1.98","Bud","","Yes","Tax Standard","Default Label","Default Label"
"HulkaMania PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","HulkaMania","Yes","No","Yes","Yes","Trellis Farms","1","1.98","Bud","","Yes","Tax Standard","Default Label","Default Label"
"HulkaMania PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","HulkaMania","Yes","No","Yes","Yes","Trellis Farms","3.5","6.94","Bud","","Yes","Tax Standard","Default Label","Default Label"
"HulkaMania PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","HulkaMania","Yes","No","Yes","Yes","Trellis Farms","7","13.88","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Ice Cream Cake Cart Live Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Ice Cream Man BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","0.66","Bud","284.50000000000000088817841970013","Yes","Tax Standard","Default Label","Default Label"
"Ice Cream Man JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","No","Yes","Yes","Self Made Farms, LLC.","2.5","3.3","Bud","","No","Tax Standard","Default Label","Default Label"
"Ice Cream Man JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","No","Yes","Yes","Self Made Farms, LLC.","0.6","0.79","Bud","","No","Tax Standard","Default Label","Default Label"
"Ice Cream Man JNT 10g","Prerolls","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","No","Yes","Yes","Self Made Farms, LLC.","10","13.2","Bud","","No","Tax Standard","Default Label","Default Label"
"Ice Cream Man PP 1g
","Economic Shelf","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Ice Cream Man PP 3.5g
","Economic Shelf","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Ice Cream Man PP 7g
","Economic Shelf","Tax Exempt","Apothca - Eugene","Ice Cream Man","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","9.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"J-1 BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","J-1","Yes","Yes","Yes","Yes","Lifted","","0.33","Bud","170","Yes","Tax Standard","Default Label","Default Label"
"J-1 PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","J-1","Yes","No","Yes","Yes","Sugar Shack Farms","1","2.58","Bud","","Yes","Tax Standard","Default Label","Default Label"
"J-1 PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","J-1","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","9.03","Bud","","Yes","Tax Standard","Default Label","Default Label"
"J-1 PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","J-1","Yes","No","Yes","Yes","Sugar Shack Farms","7","18.06","Bud","","Yes","Tax Standard","Default Label","Default Label"
"J1 Cart Live Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","14.33","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"J1 Diesel Cart Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","J-1","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","13.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"J1 JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","J-1","Yes","No","Yes","Yes","Sugar Shack Farms","1.2","2.34","Bud","","No","Tax Standard","Default Label","Default Label"
